ID,Sport Key,Sport Title,Start Time,Scrape Time,Match,Team,FanDuel,Winamax (FR),Winamax (DE),Betclic (FR),Betsson,Nordic Bet,Betfair,DraftKings,Unibet (SE),LeoVegas (SE),BetMGM,Pinnacle,Matchbook,Polymarket,Kalshi,GTbets,Novig,Coolbet,888sport,Unibet (NL),BetRivers,ProphetX,BetOnline.ag,LowVig.ag,Bovada,BetUS,1xBet,BetOpenly,William Hill,Marathon Bet,Everygame,Parions Sport (FR),Vigfree FanDuel,Vigfree Winamax (FR),Vigfree Winamax (DE),Vigfree Betclic (FR),Vigfree Betsson,Vigfree Nordic Bet,Vigfree Betfair,Vigfree DraftKings,Vigfree Unibet (SE),Vigfree LeoVegas (SE),Vigfree BetMGM,Vigfree Pinnacle,Vigfree Matchbook,Vigfree Polymarket,Vigfree Kalshi,Vigfree GTbets,Vigfree Novig,Vigfree Coolbet,Vigfree 888sport,Vigfree Unibet (NL),Vigfree BetRivers,Vigfree ProphetX,Vigfree BetOnline.ag,Vigfree LowVig.ag,Vigfree Bovada,Vigfree BetUS,Vigfree 1xBet,Vigfree BetOpenly,Vigfree William Hill,Vigfree Marathon Bet,Vigfree Everygame,Vigfree Parions Sport (FR),Tipico,Codere (IT),Vigfree Tipico,Vigfree Codere (IT),Start Date,Unibet (FR),BetAnything,Vigfree Unibet (FR),Vigfree BetAnything,Suprabets,PMU (FR),Vigfree Suprabets,Vigfree PMU (FR),MyBookie.ag,Vigfree MyBookie.ag,Best Bookmaker,Best Odds,Fair Odds Average,Expected Value,Outcomes,Result
069de5e9ea7f11e2b6dde84fec234c26,basketball_ncaab,NCAAB,2026-03-01T18:00:00Z,2026-03-01T19:47:31Z,Quinnipiac Bobcats @ Canisius Golden Griffins,Canisius Golden Griffins,4.9,,,,,5.2,,,,,4.0,,,7.14,6.67,4.48,3.0,,5.1,7.0,6.0,,,,7.0,,,,,,,,0.1747,,,,,0.1457,,,,,0.2218,,,0.1352,0.1402,0.1914,,,0.1516,0.1085,0.1204,,,,0.1127,,,,,,,,,,,,2026-03-01,,,,,,,,,,,Polymarket,7.14,6.66,0.07,2.0,Not Found
048fc4fcf5a6d5f315c0313ea752c931,basketball_ncaab,NCAAB,2026-03-01T19:10:20Z,2026-03-01T19:47:31Z,Murray St Racers @ Bradley Braves,Bradley Braves,1.62,,,,,1.73,,1.71,,,1.65,1.67,,1.96,1.89,2.22,,,1.7,1.83,1.79,1.62,,,1.65,,,,,,,,0.5874,,,,,0.5299,,0.5543,,,0.5758,0.5752,,0.5051,0.5195,0.4203,,,0.5441,0.5142,0.5148,0.5814,,,0.5758,,,,,,,,,,,,2026-03-01,,,,,,,,,,,Polymarket,1.96,1.86,0.06,2.0,Not Found
645c655ce68499ecb9e38c81cfacfaa8,basketball_ncaab,NCAAB,2026-03-01T19:02:21Z,2026-03-01T20:38:26Z,Rice Owls @ Temple Owls,Temple Owls,1.6,,,,,1.7,,1.74,,,1.95,,,2.0,1.75,1.93,,,1.85,1.95,1.92,1.92,,,1.65,,,,,,,,0.5951,,,,,0.539,,0.5435,,,0.4832,,,0.4896,0.5654,0.4888,,,0.4925,0.4771,0.4747,0.493,,,0.5758,,,,,,,,,,,,2026-03-01,,,,,,,,,,,Polymarket,2.0,1.93,0.04,2.0,Not Found
9d66000724539fda0404eb160d1eb8d3,basketball_ncaab,NCAAB,2026-03-01T20:02:27Z,2026-03-01T20:57:05Z,Northern Iowa Panthers @ Drake Bulldogs,Drake Bulldogs,14.0,,,,,9.5,,10.5,,,10.5,,,20.0,20.0,,,,11.0,,,9.9,,,15.0,,,,,,,,0.0455,,,,,0.0576,,0.0714,,,0.0668,,,0.0396,0.0442,,,,0.0553,,,0.0743,,,0.0431,,,,,,,,,,,,2026-03-01,,,,,,,,,,,Polymarket,20.0,18.08,0.11,2.0,Not Found
618fb552dd512ab869c74edc002a5613,basketball_ncaab,NCAAB,2026-03-01T19:02:43Z,2026-03-01T20:57:05Z,Charlotte 49ers @ Florida Atlantic Owls,Charlotte 49ers,2.06,,,,,2.95,,2.7,,2.02,,,,2.86,2.27,2.34,2.35,,3.0,2.1,2.05,4.25,,,2.7,,,,,,,,0.4554,,,,,0.2907,,0.3404,,0.4463,,,,0.3252,0.4244,0.3972,,,0.2907,0.4457,0.4463,0.2239,,,0.338,,,,,,,,,,,,2026-03-01,,,,,,,,,,,Polymarket,2.86,2.71,0.05,2.0,Not Found
25a45928a3d4b8a0d492283f6f434421,basketball_nba,NBA,2026-03-01T20:45:00Z,2026-03-01T21:33:19Z,Minnesota Timberwolves @ Denver Nuggets,Denver Nuggets,2.24,2.0,2.15,1.79,2.1,2.1,2.44,2.1,2.18,2.14,2.1,1.52,2.4,2.33,2.33,2.14,2.37,2.1,2.25,2.18,2.15,2.36,,,1.45,,,,,,,,0.4165,0.4253,0.4277,0.5189,0.4405,0.4405,0.4019,0.4457,0.4317,0.4306,0.4457,0.6289,0.4053,0.4239,0.4239,0.436,0.4061,0.444,0.4117,0.4317,0.4332,0.4125,,,0.6561,,,,,,,,2.1,,0.4351,,2026-03-01,,,,,,,,,1.6,0.5951,Polymarket,2.33,2.2,0.06,2.0,Not Found
922952b2f085ef9dd484ca72194986e7,icehockey_nhl,NHL,2026-03-01T21:08:19Z,2026-03-01T21:50:50Z,Chicago Blackhawks @ Utah Mammoth,Chicago Blackhawks,2.14,2.5,2.7,2.7,2.14,2.14,,2.14,2.85,2.85,2.1,2.11,2.2,2.44,,2.17,2.24,2.8,,2.85,,2.26,,,2.2,,,,,,,,0.436,,,,0.4412,0.4412,,0.4378,,,0.4457,0.4496,0.4297,0.4055,,0.4363,0.4256,,,,,0.4236,,,0.4242,,,,,,,,2.7,,,,2026-03-01,,,,,,,,,2.1,0.444,Polymarket,2.44,2.3,0.06,2.0,Not Found
cc2edd23c90efdc9ac05b2dda6db0710,basketball_nba,NBA,2026-03-01T20:40:00Z,2026-03-01T21:50:50Z,Milwaukee Bucks @ Chicago Bulls,Chicago Bulls,5.0,4.6,5.1,4.45,4.8,5.0,4.8,5.0,5.0,4.4,4.75,7.07,4.7,6.25,6.25,5.24,4.59,5.1,4.75,4.75,5.4,2.8,,,5.5,,,,,,,,0.169,0.1582,0.1633,0.1813,0.1731,0.1652,0.1875,0.169,0.1726,0.1899,0.1815,0.1282,0.1932,0.1563,0.1563,0.1606,0.1923,0.167,0.1779,0.1851,0.154,,,,0.1484,,,,,,,,4.3,,0.1926,,2026-03-01,,,,,,,,,6.25,0.1255,Polymarket,6.25,5.93,0.05,2.0,Not Found
21290158d4158b60465d5ed989ac46e6,basketball_ncaab,NCAAB,2026-03-01T21:11:56Z,2026-03-01T21:50:50Z,DePaul Blue Demons @ Marquette Golden Eagles,Marquette Golden Eagles,2.22,,,,,2.05,,2.1,,2.43,2.15,1.32,,2.33,2.38,2.4,2.3,,2.05,2.55,2.25,2.3,,,1.49,,,,,,,,0.4203,,,,,0.4372,,0.4457,,0.3609,0.4332,0.7216,,0.4187,0.4107,0.3878,0.4106,,0.4445,0.3627,0.4017,0.4087,,,0.6395,,,,,,,,,,,,2026-03-01,,,,,,,,,,,Polymarket,2.33,2.24,0.04,2.0,Not Found
ab2357087428a9fee8c8a747eed1fced,basketball_nba,NBA,2026-03-01T20:40:00Z,2026-03-01T22:44:06Z,Cleveland Cavaliers @ Brooklyn Nets,Brooklyn Nets,4.9,3.45,4.6,4.25,3.5,4.2,4.7,3.9,3.85,3.65,4.1,2.95,3.0,5.0,5.0,4.48,4.46,4.55,3.8,3.85,4.1,3.7,,,3.6,,,,,,,,0.1747,0.2283,0.185,0.1939,0.2492,0.2024,0.2096,0.225,0.233,0.237,0.2121,0.3045,0.276,0.1935,0.1935,0.1914,0.2023,0.1932,0.2316,0.233,0.2121,0.2475,,,0.2452,,,,,,,,3.4,,0.2534,,2026-03-01,,,,,,,,,3.45,0.2603,Polymarket,5.0,4.47,0.12,2.0,Not Found
1ac567e2d0cf71fd4c1de0ff58cb9a0a,basketball_nba,NBA,2026-03-01T22:11:00Z,2026-03-01T23:34:00Z,Memphis Grizzlies @ Indiana Pacers,Indiana Pacers,3.2,3.2,3.05,3.37,3.0,3.33,3.3,3.2,3.1,3.0,2.9,3.45,2.9,3.7,3.7,3.74,2.97,2.75,2.7,2.45,2.6,2.82,,,3.2,,,,,,,,0.2831,0.2497,0.2936,0.2484,0.2963,0.2655,0.2892,0.2831,0.2936,0.2963,0.3153,0.2718,0.3153,0.2648,0.2648,0.2369,0.3162,0.337,0.338,0.3815,0.3522,0.3252,,,0.2803,,,,,,,,2.9,,0.302,,2026-03-01,,,,,,,,,3.35,0.2646,Polymarket,3.7,3.39,0.09,2.0,Not Found
36b7acd903108abf04b18bf6449f45b3,basketball_nba,NBA,2026-03-01T23:11:00Z,2026-03-01T23:34:00Z,Portland Trail Blazers @ Atlanta Hawks,Portland Trail Blazers,10.0,6.75,7.5,6.5,7.5,7.0,5.5,7.5,8.0,7.0,7.5,3.15,7.6,9.09,9.09,7.21,7.63,7.25,8.0,8.0,7.0,7.3,,,6.5,,,,,,,,0.0692,0.0979,0.0994,0.1096,0.095,0.1041,0.1672,0.108,0.0995,0.1041,0.1037,0.2884,0.1194,0.1046,0.1046,0.1106,0.1068,0.106,0.0908,0.0995,0.1085,0.118,,,0.1224,,,,,,,,8.0,,0.0863,,2026-03-01,,,,,,,,,4.7,0.1827,Polymarket,9.09,8.6,0.06,2.0,Not Found
4d40482f62b199752b8b264572ff8460,basketball_nba,NBA,2026-03-01T23:11:00Z,2026-03-01T23:34:00Z,Detroit Pistons @ Orlando Magic,Orlando Magic,2.62,2.4,2.45,2.6,2.4,2.55,2.72,2.35,2.48,2.4,2.45,2.32,2.68,2.86,2.78,2.61,2.65,2.65,2.6,2.28,2.43,2.84,,,2.55,,,,,,,,0.353,0.3434,0.3751,0.3402,0.3815,0.3559,0.3591,0.3943,0.3769,0.3772,0.3773,0.403,0.3619,0.3459,0.3509,0.3537,0.3531,0.3485,0.3522,0.4125,0.379,0.3514,,,0.3605,,,,,,,,2.55,,0.3513,,2026-03-01,,,,,,,,,2.5,0.3667,Polymarket,2.86,2.74,0.04,2.0,Not Found
fa6e485cd6752fa58febd28f7669b3ac,icehockey_nhl,NHL,2026-03-01T21:10:15Z,2026-03-01T23:34:00Z,Winnipeg Jets @ San Jose Sharks,Winnipeg Jets,2.1,8.5,9.0,9.75,1.9,1.9,,1.87,11.0,11.0,1.85,1.93,,2.08,,1.9,2.0,10.0,,11.0,,1.88,,,1.87,,,,,,,,0.4457,,,,0.5,0.5,,0.5,,,0.5139,0.4987,,0.4657,,0.5,,,,,,0.5042,,,0.5,,,,,,,,1.85,,0.5,,2026-03-01,,,,,,,,,1.85,0.5071,Polymarket,2.08,2.02,0.03,2.0,Not Found
c7bf0abeacc10a2effa03615ccf9b982,icehockey_nhl,NHL,2026-03-01T23:38:36Z,2026-03-01T23:53:21Z,Florida Panthers @ New York Islanders,New York Islanders,3.4,4.3,4.7,4.75,3.17,3.17,,3.2,4.6,4.6,3.5,3.18,3.25,3.57,,3.24,3.3,5.0,,4.6,,3.6,2.36,2.37,3.1,,,,,,,,0.2624,,,,0.2901,0.2901,,0.2831,,,0.2612,0.2896,0.2807,0.2751,,0.284,0.2839,,,,,0.2712,0.4088,0.4061,0.2909,,,,,,,,4.5,2.85,,,2026-03-01,,,,,,,,,3.25,0.2835,Polymarket,3.57,3.36,0.06,2.0,Not Found
517d3f658ed7692ebe7eaea81aa3c1ef,basketball_nba,NBA,2026-03-02T02:40:00Z,2026-03-02T01:47:41Z,Sacramento Kings @ Los Angeles Lakers,Sacramento Kings,6.3,5.5,6.0,,5.25,5.25,6.8,6.0,6.1,5.75,5.75,6.26,7.0,7.14,7.14,5.75,7.09,5.6,5.5,6.1,5.75,6.6,5.76,5.87,6.0,5.5,5.88,7.0,5.0,5.5,5.7,5.7,0.1369,0.1484,0.1486,,0.1642,0.1642,0.1425,0.1447,0.1472,0.1445,0.1522,0.1451,0.1404,0.1352,0.1352,0.1522,0.1395,0.1583,0.1523,0.1472,0.1484,0.1484,0.152,0.1541,0.1409,0.1636,0.1613,0.1404,0.1726,0.1599,0.1529,0.1567,5.7,5.4,0.1452,0.1578,2026-03-02,5.65,,0.1575,,,,,,5.3,0.1633,Polymarket,7.14,6.64,0.08,2.0,Not Found
8719695c7a3931a5a82f1935788f8461,basketball_ncaab,NCAAB,2026-03-02T01:00:00Z,2026-03-02T01:47:41Z,Wichita St Shockers @ UTSA Roadrunners,UTSA Roadrunners,15.0,,,,,10.5,,17.0,,,12.0,,,20.0,25.0,9.97,5.0,,12.0,,,8.8,,,,,,,,,,,0.0431,,,,,,,0.0392,,,0.0515,,,0.0396,0.0346,0.0694,,,0.0466,,,0.0895,,,,,,,,,,,,,,,2026-03-02,,,,,,,,,,,Polymarket,20.0,19.35,0.03,2.0,Not Found
50e8128e2d91a569d66b8c4f5477e396,icehockey_nhl,NHL,2026-03-02T19:10:00Z,2026-03-02T19:48:24Z,Detroit Red Wings @ Nashville Predators,Detroit Red Wings,1.82,2.25,2.45,2.35,1.41,1.41,,1.87,2.35,2.35,1.85,1.47,1.79,1.92,,1.9,1.88,2.5,,2.35,,1.91,,,1.87,,,,,,,,0.5196,,,,0.6834,0.6834,,0.5,,,0.5139,0.6577,0.5162,0.5104,,0.5,0.5095,,,,,0.5014,,,0.5,,,,,,,,2.25,,,,2026-03-02,,,,,,,,,1.85,0.5139,Polymarket,1.92,1.83,0.05,2.0,Not Found
4c5f22af34a4fd3c2872da13d2223fd3,basketball_ncaab,NCAAB,2026-03-03T00:00:00Z,2026-03-02T23:45:06Z,Coppin St Eagles @ Howard Bison,Coppin St Eagles,17.0,,,,12.0,12.0,,19.0,,12.0,13.0,,,27.03,25.0,14.56,19.23,,14.0,12.5,12.5,20.5,,14.56,14.0,,13.0,28.5,15.0,,,,0.0392,,,,0.0466,0.0466,,0.0361,,0.0515,0.053,,,0.0331,0.0346,0.0489,0.0406,,0.0455,0.0498,0.0498,0.0436,,0.0489,0.0455,,0.0483,,0.0431,,,,,,,,2026-03-03,,,,,,,,,,,Polymarket,27.03,22.37,0.21,2.0,Not Found
f52cc2a12e4a420f32a90b3162910c80,basketball_ncaab,NCAAB,2026-03-03T03:00:00Z,2026-03-03T03:11:57Z,Idaho State Bengals @ Sacramento St Hornets,Sacramento St Hornets,2.32,,,,1.9,2.2,,2.1,,1.88,2.35,1.98,,2.33,2.38,2.05,2.11,,2.25,2.08,1.97,2.17,1.96,1.96,2.1,1.95,1.83,2.0,1.85,1.9,1.95,,0.4011,,,,0.4899,0.4047,,0.4457,,0.5,0.3943,0.4851,,0.4187,0.4107,0.4582,0.4496,,0.4038,0.448,0.4631,0.4328,0.4863,0.4863,0.4422,0.489,0.5,0.5,0.5,0.4899,0.489,,,,,,2026-03-03,,,,,,,,,,,Polymarket,2.33,2.18,0.07,2.0,Not Found
f2f30168914e7b87cb9c5d54c620059e,basketball_ncaab,NCAAB,2026-03-03T03:00:00Z,2026-03-03T03:11:57Z,Weber State Wildcats @ Portland St Vikings,Weber State Wildcats,3.4,,,,2.7,3.05,,3.1,,2.63,2.7,2.77,,3.23,3.33,2.72,2.75,,3.0,3.2,2.95,2.48,2.8,2.8,3.1,2.8,2.62,2.82,2.5,2.68,2.8,,0.2624,,,,0.3331,0.2793,,0.2936,,0.3429,0.3404,0.3404,,0.3002,0.2955,0.3366,0.3394,,0.2907,0.2831,0.2964,0.3748,0.3407,0.3407,0.2909,0.3407,0.346,,0.3667,0.3369,0.3337,,,,,,2026-03-03,,,,,,,,,,,Polymarket,3.23,3.11,0.04,2.0,Not Found
