ID,Sport Key,Sport Title,Start Time,Scrape Time,Match,Team,Start Date,Best Bookmaker,Best Odds,Outcomes,Result
88612b44d4018f12cb08a7bd08edfc63,soccer_spain_segunda_division,La Liga 2 - Spain,2026-02-15T15:15:00Z,2026-02-15T15:55:17Z,AD Ceuta FC @ SD Huesca,SD Huesca,2026-02-15,,,3.0,Not Found
c830e5d0088637dceaef5b3720bd45b8,soccer_portugal_primeira_liga,Primeira Liga - Portugal,2026-02-15T15:30:00Z,2026-02-15T15:55:17Z,FC Porto @ Nacional,Nacional,2026-02-15,,,3.0,Not Found
83ee55416a5fc4f322e7db6315c3bd7f,soccer_italy_serie_b,Serie B - Italy,2026-02-15T16:15:00Z,2026-02-15T15:55:17Z,Reggiana @ Empoli,Empoli,2026-02-15,,,3.0,Not Found
5da3aabbca16750dd654f6a340f1e721,soccer_spain_la_liga,La Liga - Spain,2026-02-15T15:15:00Z,2026-02-15T16:32:43Z,Atlético Madrid @ Rayo Vallecano,Atlético Madrid,2026-02-15,,,3.0,Not Found
762d51bf1ba3764e0d8e493e71db90fa,handball_germany_bundesliga,Handball-Bundesliga,2026-02-15T15:34:15Z,2026-02-15T16:32:43Z,TVB Stuttgart @ Füchse Berlin,Füchse Berlin,2026-02-15,,,3.0,Not Found
15b0a667bc55b1f0bd4ca9ad535ba76e,tennis_wta_dubai,WTA Dubai Championships,2026-02-15T16:40:00Z,2026-02-15T17:00:21Z,Sara Bejlek @ Zeynep Sonmez,Sara Bejlek,2026-02-15,,,2.0,Not Found
f32dbefaba182300a4c45c54cd2b2ff1,soccer_greece_super_league,Super League - Greece,2026-02-15T17:30:00Z,2026-02-15T17:00:21Z,AEK Athens @ PAOK Thessaloniki,AEK Athens,2026-02-15,,,3.0,Not Found
38cc9b02adb56093a1770115ce6168ac,soccer_spl,Premiership - Scotland,2026-02-15T16:31:00Z,2026-02-15T17:36:36Z,Hearts @ Rangers,Hearts,2026-02-15,,,3.0,Not Found
97e17775d6d93e02bca9e2c2b31527cc,soccer_italy_serie_a,Serie A - Italy,2026-02-15T17:00:00Z,2026-02-15T17:36:36Z,Bologna @ Torino,Torino,2026-02-15,,,3.0,Not Found
fa8081e31fcba4e7134e504d3bb1b12b,soccer_denmark_superliga,Denmark Superliga,2026-02-15T17:00:00Z,2026-02-15T17:36:36Z,Brondby IF @ Viborg FF,Draw,2026-02-15,,,3.0,Not Found
f68e9ae02a35c3bdf532063e429482df,basketball_wncaab,WNCAAB,2026-02-15T18:00:00Z,2026-02-15T17:36:36Z,North Carolina Tar Heels @ Duke Blue Devils,Duke Blue Devils,2026-02-15,,,2.0,Not Found
d50155bda3669751f6a79842bc809e33,basketball_ncaab,NCAAB,2026-02-15T18:00:00Z,2026-02-15T17:56:52Z,Indiana Hoosiers @ Illinois Fighting Illini,Indiana Hoosiers,2026-02-15,Polymarket,5.0,2.0,Not Found
f53435cbf05897f7fa29d24d72be2cdf,soccer_germany_bundesliga,Bundesliga - Germany,2026-02-15T16:30:00Z,2026-02-15T17:56:52Z,VfL Wolfsburg @ RB Leipzig,VfL Wolfsburg,2026-02-15,,,3.0,Not Found
64ef455a8f4a0b03150e4cab4c0a9970,soccer_spain_segunda_division,La Liga 2 - Spain,2026-02-15T17:31:00Z,2026-02-15T17:56:52Z,Sporting Gijón @ Albacete,Sporting Gijón,2026-02-15,,,3.0,Not Found
