ID,Sport Key,Sport Title,Start Time,Scrape Time,Match,Team,Start Date,Best Bookmaker,Best Odds,Fair Odds Average,Expected Value,Outcomes,Result
fbbf024ff6c2ace7e75b3f52410d049c,basketball_ncaab,NCAAB,2026-03-04T04:00:00Z,2026-03-04T04:23:36Z,Utah State Aggies @ UNLV Rebels,UNLV Rebels,2026-03-04,Kalshi,5.56,4.97,0.12,2.0,Not Found
fb7ecd007c657a6c552abf9bb2fb5031,basketball_ncaab,NCAAB,2026-03-04T02:02:00Z,2026-03-04T04:23:36Z,Vanderbilt Commodores @ Ole Miss Rebels,Vanderbilt Commodores,2026-03-04,Kalshi,1.3,1.2,0.08,2.0,Not Found
c26dc44621c1b9ed08bb0349a6ec01e2,basketball_ncaab,NCAAB,2026-03-04T04:16:54Z,2026-03-04T05:28:46Z,Nebraska Cornhuskers @ UCLA Bruins,Nebraska Cornhuskers,2026-03-04,Kalshi,14.29,13.26,0.08,2.0,Not Found
63d7f24774bdc95465206323a257aa73,basketball_nba,NBA,2026-03-04T03:41:00Z,2026-03-04T05:28:46Z,New Orleans Pelicans @ Los Angeles Lakers,New Orleans Pelicans,2026-03-04,Kalshi,3.33,3.18,0.05,2.0,Not Found
1c23e48e14427b08e9598bddc2cfc29a,icehockey_ahl,AHL,2026-03-04T16:00:00Z,2026-03-04T15:05:05Z,Cleveland Monsters @ Toronto Marlies,Toronto Marlies,2026-03-04,Kalshi,2.27,2.2,0.03,2.0,Not Found
76343f981d0bdaf7f428cfdfe9f5cbf6,basketball_ncaab,NCAAB,2026-03-04T16:59:00Z,2026-03-04T17:52:34Z,Jacksonville Dolphins @ Bellarmine Knights,Jacksonville Dolphins,2026-03-04,Kalshi,9.09,8.49,0.07,2.0,Not Found
6d3027aa2146ffa2d2f55dab9e3381d1,basketball_wncaab,WNCAAB,2026-03-04T18:30:00Z,2026-03-04T18:38:55Z,Wake Forest Demon Deacons @ California Golden Bears,Wake Forest Demon Deacons,2026-03-04,Kalshi,5.56,5.29,0.05,2.0,Not Found
4671b2f61a9077cd741ca08032cc7f86,soccer_epl,EPL,2026-03-04T19:30:00Z,2026-03-04T19:59:21Z,Arsenal @ Brighton and Hove Albion,Draw,2026-03-04,Kalshi,5.88,5.52,0.06,3.0,Not Found
3f8510356b010d6698c1ea8f75b736b1,basketball_ncaab,NCAAB,2026-03-04T19:40:00Z,2026-03-04T20:44:42Z,North Alabama Lions @ Florida Gulf Coast Eagles,Florida Gulf Coast Eagles,2026-03-04,Kalshi,1.52,1.46,0.04,2.0,Not Found
356ed4d357d6ef447e35152488a3999b,basketball_wncaab,WNCAAB,2026-03-04T20:32:00Z,2026-03-04T20:44:42Z,Indiana Hoosiers @ Nebraska Cornhuskers,Indiana Hoosiers,2026-03-04,Kalshi,9.09,8.75,0.04,2.0,Not Found
fecde1b5205caae9f7010cc69d716f7d,basketball_wncaab,WNCAAB,2026-03-04T21:02:00Z,2026-03-04T21:18:22Z,Florida St Seminoles @ Georgia Tech Yellow Jackets,Georgia Tech Yellow Jackets,2026-03-04,Kalshi,1.25,1.21,0.04,2.0,Not Found
42162a7ac543e7a9853e4d1459e4e5f2,soccer_epl,EPL,2026-03-04T20:15:00Z,2026-03-04T21:18:22Z,Manchester United @ Newcastle United,Newcastle United,2026-03-04,Kalshi,7.14,6.94,0.03,3.0,Not Found
b957a116f23768f5489b070905582e91,basketball_wncaab,WNCAAB,2026-03-04T23:00:00Z,2026-03-04T22:25:51Z,Auburn Tigers @ Texas A&M Aggies,Auburn Tigers,2026-03-04,Kalshi,3.7,3.44,0.08,2.0,Not Found
53ad30f5ebd93132b1fcbb9573682771,basketball_ncaab,NCAAB,2026-03-04T22:00:00Z,2026-03-04T22:25:51Z,Stetson Hatters @ Eastern Kentucky Colonels,Stetson Hatters,2026-03-04,Kalshi,2.22,2.1,0.06,2.0,Not Found
